"last_name, first_name","player_id","year","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","slg_percent","on_base_percent","isolated_power","b_total_bases","r_total_caught_stealing","r_total_stolen_base","b_game","b_gnd_into_dp","b_hit_by_pitch","b_intent_walk","b_sac_bunt","b_sac_fly"
"Freeman, Tyler",671289,2025,377,428,106,82,20,2,2,51,34,11.9,7.9,".361",".354","0.080","136","9","18","110","10","11","0","2","4"
"Betts, Mookie",605141,2025,589,663,152,107,23,2,20,68,61,10.3,9.2,".406",".326","0.148","239","2","8","150","15","3","2","0","10"
"Swanson, Dansby",621020,2025,590,645,144,93,24,3,24,168,47,26,7.3,".417",".300","0.173","246","3","20","159","9","2","1","1","5"
"Navarreto, Brian",640459,2025,14,15,4,1,2,0,1,3,0,20,0,".643",".267","0.357","9","0","0","8","0","0","0","0","1"
"Kelly, Carson",608348,2025,369,421,92,61,13,1,17,80,45,19,10.7,".428",".333","0.179","158","0","2","111","11","3","0","0","4"
"Goldschmidt, Paul",502671,2025,489,534,134,92,31,1,10,100,36,18.7,6.7,".403",".328","0.129","197","1","5","146","8","4","5","0","2"
"Sanoja, Javier",691594,2025,313,342,76,44,22,4,6,41,19,12,5.6,".396",".287","0.153","124","5","6","118","2","2","0","4","4"
"Bellinger, Cody",641355,2025,588,656,160,101,25,5,29,90,57,13.7,8.7,".480",".334","0.208","282","2","13","152","8","2","1","0","9"
"Brooks, Trenton",670092,2025,41,43,6,3,2,0,1,13,2,30.2,4.7,".268",".186","0.122","11","0","0","25","2","0","0","0","0"
"Correa, Carlos",621043,2025,537,584,148,106,29,0,13,113,45,19.3,7.7,".402",".332","0.126","216","0","0","144","19","1","0","0","1"
"Smith, Josh",669701,2025,495,563,124,89,23,2,10,100,55,17.8,9.8,".366",".335","0.115","181","3","12","144","3","8","2","3","1"
"Lindor, Francisco",596019,2025,644,732,172,106,35,0,31,131,65,17.9,8.9,".466",".346","0.199","300","6","31","160","9","16","2","0","7"
"Smith, Cam",701358,2025,441,493,104,71,21,3,9,137,43,27.8,8.7,".358",".312","0.122","158","1","8","134","11","7","0","0","2"
"Lee, Korey",686676,2025,35,40,9,5,3,0,1,7,4,17.5,10,".429",".333","0.172","15","0","0","25","1","0","0","1","0"
"Trout, Mike",545361,2025,456,556,106,65,14,1,26,178,87,32,15.6,".439",".359","0.207","200","0","2","130","7","6","10","0","6"
"Nuñez, Nasim",683083,2025,82,92,19,13,2,0,4,20,8,21.7,8.7,".402",".297","0.170","33","1","9","39","1","0","0","1","1"
"Biggio, Cavan",624415,2025,69,83,12,9,2,0,1,21,11,25.3,13.3,".246",".296","0.072","17","0","1","37","0","1","0","2","0"
"Jones, Jahmai",663330,2025,129,150,37,18,11,1,7,32,18,21.3,12,".550",".387","0.263","71","0","2","72","3","3","1","0","0"
"Newman, Kevin",621028,2025,114,116,23,19,2,0,2,23,1,19.8,0.9,".272",".209","0.070","31","0","1","56","5","0","0","1","0"
"Castellanos, Nick",592206,2025,547,589,137,91,27,2,17,133,32,22.6,5.4,".400",".294","0.150","219","0","4","147","13","4","0","0","6"
"Tena, José",677588,2025,152,169,37,22,13,2,0,37,15,21.9,8.9,".355",".314","0.112","54","1","3","50","4","1","0","0","1"
"Henderson, Gunnar",683002,2025,577,651,158,102,34,5,17,137,62,21,9.5,".438",".349","0.164","253","5","30","154","7","7","6","0","5"
"Tauchman, Mike",643565,2025,335,385,88,61,17,1,9,86,45,22.3,11.7,".400",".356","0.137","134","0","0","93","5","4","0","0","1"
"Smith, Pavin",656976,2025,244,288,63,37,17,1,8,92,41,31.9,14.2,".434",".362","0.176","106","2","2","87","7","0","1","0","2"
"Raley, Luke",670042,2025,183,219,37,25,8,0,4,64,19,29.2,8.7,".311",".319","0.109","57","1","2","73","2","13","0","3","1"
"Jansen, Danny",643376,2025,288,337,62,37,11,0,14,86,42,25.5,12.5,".399",".321","0.184","115","0","0","98","5","4","0","1","2"
"Grichuk, Randal",545341,2025,272,293,62,34,18,1,9,61,17,20.8,5.8,".401",".273","0.173","109","1","0","113","6","1","1","0","3"
"Guerrero Jr., Vladimir",665489,2025,589,680,172,115,34,0,23,94,81,13.8,11.9,".467",".381","0.175","275","3","6","156","17","6","8","0","4"
"McCormick, Chas",676801,2025,100,116,21,15,5,0,1,31,9,26.7,7.8,".290",".279","0.080","29","3","2","64","1","1","0","5","1"
"McKinney, Billy",641856,2025,20,21,4,3,1,0,0,1,1,4.8,4.8,".250",".238","0.050","5","0","0","6","0","0","0","0","0"
"House, Brady",691781,2025,261,274,61,46,11,0,4,78,8,28.5,2.9,".322",".252","0.088","84","3","5","73","11","0","0","0","5"
"Keirsey Jr., DaShawn",680577,2025,84,88,9,7,0,0,2,33,2,37.5,2.3,".179",".138","0.072","15","3","10","74","1","1","0","1","0"
"O'Hoppe, Logan",681351,2025,423,451,90,62,8,1,19,139,24,30.8,5.3,".371",".258","0.158","157","1","2","119","12","2","0","1","1"
"Palacios, Joshua",641943,2025,128,145,26,19,4,0,3,36,12,24.8,8.3,".305",".292","0.102","39","0","0","51","0","4","0","1","0"
"Toro, Abraham",647351,2025,259,284,62,42,13,0,7,42,14,14.8,4.9,".371",".289","0.132","96","1","2","77","1","6","1","0","5"
"Paris, Kyren",677347,2025,126,140,24,13,4,1,6,59,10,42.1,7.1,".381",".266","0.191","48","1","7","44","1","3","0","0","0"
"Marsee, Jakob",805300,2025,209,234,61,35,18,3,5,48,22,20.5,9.4,".478",".363","0.186","100","6","14","55","2","2","0","0","1"
"Hoskins, Rhys",656555,2025,279,328,66,41,12,1,12,91,38,27.7,11.6,".416",".332","0.179","116","1","2","90","6","5","2","0","6"
"Durbin, Caleb",702332,2025,445,506,114,78,25,0,11,50,30,9.9,5.9,".387",".334","0.131","172","6","18","136","10","24","0","3","4"
"Ruiz, Esteury",665923,2025,21,23,4,3,0,0,1,8,2,34.8,8.7,".333",".261","0.143","7","0","4","19","0","0","0","0","0"
"Machado, Manny",592518,2025,615,678,169,109,33,0,27,131,55,19.3,8.1,".460",".335","0.185","283","3","14","159","16","3","4","0","5"
"Vázquez, Luis",676679,2025,50,53,8,6,1,0,1,14,3,26.4,5.7,".240",".208","0.080","12","0","2","32","0","0","0","0","0"
"Wiemer, Joey",686894,2025,55,61,13,8,2,0,3,23,2,37.7,3.3,".436",".279","0.200","24","0","0","27","0","2","1","0","2"
"McCusker, Carson",676812,2025,29,30,5,5,0,0,0,16,1,53.3,3.3,".172",".200","0.000","5","1","0","16","0","0","0","0","0"
"Heim, Jonah",641680,2025,395,433,84,59,14,0,11,88,32,20.3,7.4,".332",".271","0.119","131","0","3","124","10","1","0","1","4"
"Mead, Curtis",678554,2025,240,264,56,42,10,1,3,63,15,23.9,5.7,".321",".299","0.088","77","1","5","90","9","8","0","0","1"
"Berti, Jon",542932,2025,100,107,21,19,2,0,0,22,5,20.6,4.7,".230",".262","0.020","23","3","11","51","1","2","0","0","0"
"Cronenworth, Jake",630105,2025,419,515,103,71,20,1,11,107,69,20.8,13.4,".377",".367","0.131","158","3","3","135","4","15","1","4","7"
"Young, Jacob",696285,2025,324,364,75,62,10,1,2,65,27,17.9,7.4,".287",".296","0.056","93","11","15","120","7","3","0","9","1"
"Giménez, Andrés",665926,2025,329,369,69,50,11,1,7,66,25,17.9,6.8,".313",".285","0.103","103","2","12","101","8","11","0","1","3"
"Teel, Kyle",691019,2025,253,297,69,50,11,0,8,77,37,25.9,12.5,".411",".375","0.138","104","1","3","78","1","5","0","1","1"
"Chourio, Jackson",694192,2025,549,589,148,88,35,4,21,121,30,20.5,5.1,".463",".308","0.193","254","7","21","131","13","3","1","1","6"
"Chapman, Matt",656305,2025,454,535,105,59,23,2,21,126,71,23.6,13.3,".430",".340","0.199","195","4","9","128","8","6","1","0","4"
"Anderson, Tim",641313,2025,83,90,17,14,3,0,0,29,3,32.2,3.3,".241",".258","0.036","20","1","1","31","1","3","0","1","0"
"Frazier, Adam",624428,2025,419,459,112,85,20,0,7,81,26,17.6,5.7,".365",".319","0.098","153","6","8","134","8","8","2","1","5"
"Bouchard, Sean",656248,2025,66,73,11,9,0,1,1,27,7,37,9.6,".242",".247","0.075","16","1","1","32","2","0","0","0","0"
"Busch, Michael",683737,2025,524,592,137,73,25,5,34,139,56,23.5,9.5,".523",".343","0.262","274","0","4","155","2","10","2","0","2"
"Wade Jr., LaMonte",664774,2025,209,242,35,23,8,2,2,58,27,24,11.2,".254",".271","0.087","53","0","1","80","2","3","1","2","1"
"Winn, Masyn",691026,2025,491,537,124,88,27,0,9,102,34,19,6.3,".363",".310","0.110","178","5","9","129","11","8","0","2","2"
"Chisholm Jr., Jazz",665862,2025,462,531,112,65,15,1,31,148,58,27.9,10.9,".481",".332","0.239","222","8","31","130","3","6","1","1","4"
"Gonzales, Nick",693304,2025,381,408,99,73,18,3,5,73,21,17.9,5.1,".362",".299","0.102","138","2","0","96","12","2","0","0","4"
"Gorski, Matt",685301,2025,41,42,8,5,0,1,2,16,1,38.1,2.4,".390",".214","0.195","16","1","0","15","1","0","0","0","0"
"Hassell III, Robert",690987,2025,197,206,44,32,9,0,3,62,8,30.1,3.9,".315",".257","0.092","62","0","4","70","4","1","0","0","0"
"Cortes, Carlos",666126,2025,94,99,29,16,8,1,4,20,3,20.2,3,".543",".323","0.234","51","0","0","42","3","0","0","0","2"
"Mayo, Coby",691723,2025,263,294,57,34,12,0,11,84,27,28.6,9.2,".388",".299","0.171","102","0","3","85","2","4","0","0","0"
"Stott, Bryson",681082,2025,499,560,128,90,22,3,13,91,54,16.3,9.6,".391",".328","0.134","195","5","24","147","4","1","1","2","4"
"Goodman, Hunter",696100,2025,540,579,150,86,28,5,31,152,33,26.3,5.7,".520",".323","0.242","281","2","1","144","16","4","0","0","2"
"Fermin, Freddy",666023,2025,319,347,80,62,13,0,5,65,19,18.7,5.5,".339",".297","0.088","108","2","1","109","5","2","1","7","0"
"Encarnacion, Jerar",666464,2025,55,56,11,6,3,0,2,15,1,26.8,1.8,".364",".214","0.164","20","0","1","19","3","0","0","0","0"
"Bader, Harrison",664056,2025,448,501,124,82,24,1,17,136,39,27.1,7.8,".449",".347","0.172","201","7","11","146","5","11","0","0","3"
"Rojas, Johan",679032,2025,152,172,34,28,3,2,1,40,13,23.3,7.6,".289",".280","0.065","44","2","12","71","2","0","0","4","3"
"Fermín, José",665877,2025,60,70,17,11,5,0,1,10,8,14.3,11.4,".417",".377","0.134","25","2","2","30","0","1","0","1","0"
"Maton, Nick",665155,2025,54,63,9,5,2,0,2,19,9,30.2,14.3,".315",".286","0.148","17","1","0","25","0","0","0","0","0"
"France, Ty",664034,2025,444,490,114,82,25,0,7,83,22,16.9,4.5,".360",".320","0.103","160","0","1","138","11","21","1","0","3"
"Cruz, Oneil",665833,2025,471,544,94,53,18,3,20,174,64,32,11.8,".378",".298","0.178","178","5","38","135","6","4","4","0","5"
"English, Tristin",663536,2025,22,23,2,1,1,0,0,8,1,34.8,4.3,".136",".130","0.045","3","0","0","7","0","0","0","0","0"
"Allen, Greg",656185,2025,14,14,0,0,0,0,0,5,0,35.7,0,".000",".000","0.000","0","1","0","7","2","0","0","0","0"
"Neto, Zach",687263,2025,502,554,129,73,29,1,26,149,33,26.9,6,".474",".319","0.217","238","9","26","128","5","14","6","2","3"
"Edman, Tommy",669242,2025,346,377,78,51,13,1,13,61,19,16.2,5,".382",".274","0.157","132","1","3","97","4","6","0","1","5"
"Kaiser, Connor",663731,2025,18,19,2,1,1,0,0,5,1,26.3,5.3,".167",".158","0.056","3","0","0","11","1","0","0","0","0"
"Peña, Jeremy",665161,2025,493,543,150,101,30,2,17,93,35,17.1,6.4,".477",".363","0.173","235","2","20","125","9","12","2","1","2"
"Sánchez, Gary",596142,2025,91,101,21,14,2,0,5,27,4,26.7,4,".418",".297","0.187","38","0","0","29","2","5","0","0","1"
"Flores, Wilmer",527038,2025,419,463,101,75,10,0,16,88,34,19,7.3,".379",".307","0.138","159","0","1","125","14","7","0","0","3"
"Hedges, Austin",595978,2025,155,180,25,17,3,0,5,43,18,23.9,10,".277",".250","0.116","43","2","1","68","2","1","0","4","2"
"Williams, Luke",663897,2025,31,34,4,2,2,0,0,9,1,26.5,2.9,".194",".176","0.065","6","0","5","39","2","1","0","0","1"
"Triolo, Jared",669707,2025,331,376,75,48,18,2,7,76,39,20.2,10.4,".356",".311","0.129","118","2","13","107","4","2","1","3","1"
"Urías, Luis",649966,2025,287,330,66,51,7,0,8,45,31,13.6,9.4,".338",".315","0.108","97","1","2","96","9","6","0","0","3"
"Profar, Jurickson",595777,2025,318,371,78,47,16,1,14,59,48,15.9,12.9,".434",".353","0.189","138","2","9","80","4","5","0","0","0"
"Simon, Ronny",682927,2025,77,88,18,15,3,0,0,15,8,17,9.1,".273",".299","0.039","21","0","1","27","1","0","0","1","2"
"Friedl, TJ",670770,2025,579,685,151,113,22,2,14,115,81,16.8,11.8,".378",".364","0.117","219","3","12","152","7","16","0","4","5"
"Diaz, Yainer",673237,2025,542,567,139,93,25,1,20,95,20,16.8,3.5,".417",".284","0.161","226","1","1","143","13","2","2","0","3"
"Perdomo, Geraldo",672695,2025,597,720,173,115,33,5,20,83,94,11.5,13.1,".462",".389","0.172","276","6","27","161","11","10","1","8","11"
"Margot, Manuel",622534,2025,19,20,6,6,0,0,0,6,0,30,0,".316",".300","0.000","6","0","0","6","0","0","0","0","1"
"Kurtz, Nick",701762,2025,420,489,122,58,26,2,36,151,63,30.9,12.9,".619",".383","0.329","260","1","2","117","4","2","3","0","3"
"Yastrzemski, Mike",573262,2025,477,558,111,65,28,1,17,108,72,19.4,12.9,".403",".333","0.170","192","2","7","146","7","2","4","2","5"
"Nootbaar, Lars",663457,2025,509,583,119,81,24,1,13,119,64,20.4,11,".361",".325","0.127","184","5","4","135","4","6","3","1","3"
"Melton, Jacob",689200,2025,70,78,11,10,0,1,0,29,6,37.2,7.7,".186",".234","0.029","13","2","7","32","2","1","0","0","0"
"Roden, Alan",702176,2025,136,153,26,17,6,1,2,37,8,24.2,5.2,".294",".261","0.103","40","1","1","55","0","6","0","0","3"
"Duran, Ezequiel",677649,2025,205,219,46,32,14,0,0,55,8,25.1,3.7,".293",".266","0.069","60","2","11","90","3","4","0","1","1"
"Dalbec, Bobby",666915,2025,18,21,4,3,1,0,0,6,3,28.6,14.3,".278",".333","0.056","5","0","0","7","1","0","0","0","0"
"Ortiz, Joey",687401,2025,470,506,108,82,18,1,7,74,27,14.6,5.3,".317",".276","0.087","149","3","14","149","10","3","0","6","0"
"Rodríguez, Endy",682848,2025,52,57,9,5,4,0,0,14,5,24.6,8.8,".250",".246","0.077","13","1","0","18","0","0","0","0","0"
"Wallner, Matt",670242,2025,336,392,68,27,16,3,22,114,46,29.1,11.7,".464",".311","0.262","156","3","4","104","3","8","0","0","2"
"Sosa, Lenyn",672820,2025,518,544,137,94,20,1,22,127,18,23.3,3.3,".434",".293","0.170","225","1","2","140","11","4","0","1","3"
"Fairchild, Stuart",656413,2025,51,55,11,6,4,1,0,15,4,27.3,7.3,".333",".273","0.117","17","1","2","28","2","0","0","0","0"
"Ritter, Ryan",690022,2025,187,207,45,32,9,3,1,61,10,29.5,4.8,".337",".296","0.096","63","1","3","60","7","5","0","4","1"
"Dezenzo, Zach",701305,2025,98,109,24,16,6,0,2,37,11,33.9,10.1,".367",".321","0.122","36","0","1","34","2","0","0","0","0"
"Rutschman, Adley",668939,2025,322,365,71,44,16,2,9,57,40,15.6,11,".366",".307","0.146","118","0","0","90","8","1","0","0","2"
"India, Jonathan",663697,2025,497,567,116,78,29,0,9,106,54,18.7,9.5,".346",".323","0.113","172","4","0","136","9","13","0","1","2"
"Osuna, Alejandro",696030,2025,151,176,32,26,4,0,2,34,21,19.3,11.9,".278",".313","0.066","42","4","5","63","1","2","1","0","2"
"Kim, Hyeseong",808975,2025,161,170,45,35,6,1,3,52,7,30.6,4.1,".385",".314","0.105","62","1","13","71","0","1","0","1","0"
"Bart, Joey",663698,2025,285,332,71,54,12,1,4,93,40,28,12,".340",".355","0.091","97","1","1","93","14","7","0","0","0"
"Springer, George",543807,2025,498,586,154,94,27,1,32,111,69,18.9,11.8,".560",".399","0.251","279","1","18","140","14","8","3","0","4"
"Bride, Jonah",681146,2025,112,125,19,17,2,0,0,39,11,31.2,8.8,".188",".248","0.018","21","0","0","45","1","1","1","0","1"
"Robles, Victor",645302,2025,106,114,26,20,4,1,1,26,3,22.8,2.6,".330",".281","0.085","35","2","6","32","3","3","0","0","2"
"Rice, Ben",700250,2025,467,530,119,61,28,4,26,100,50,18.9,9.4,".499",".337","0.244","233","2","3","138","18","9","0","0","2"
"Reyes, Pablo",622569,2025,31,34,6,5,1,0,0,10,2,29.4,5.9,".226",".242","0.032","7","0","1","24","0","0","0","1","0"
"Johnson, Bryce",669369,2025,76,84,26,21,4,0,1,19,3,22.6,3.6,".434",".383","0.092","33","1","4","55","1","2","0","3","0"
"Langford, Wyatt",694671,2025,489,573,118,70,25,1,22,151,74,26.4,12.9,".431",".344","0.190","211","6","22","134","9","5","3","0","5"
"Stewart, Sal",701398,2025,55,58,14,8,1,0,5,15,3,25.9,5.2,".545",".293","0.290","30","0","0","18","1","0","0","0","0"
"Torkelson, Spencer",679529,2025,563,649,135,76,27,1,31,169,72,26,11.1,".456",".333","0.216","257","1","2","155","12","9","6","0","5"
"Báez, Javier",595879,2025,417,437,107,75,17,3,12,109,10,24.9,2.3,".398",".282","0.141","166","1","5","126","8","6","0","0","3"
"Moore, Christian",695681,2025,162,184,32,19,5,1,7,62,19,33.7,10.3,".370",".284","0.172","60","0","3","53","3","1","0","1","1"
"Schuemann, Max",680474,2025,183,213,36,28,4,2,2,35,22,16.4,10.3,".273",".295","0.076","50","1","7","101","6","4","0","3","1"
"Canzone, Dominic",686527,2025,243,269,73,51,11,0,11,59,20,21.9,7.4,".481",".358","0.181","117","1","3","82","6","3","0","0","2"
"Kemp, Otto",805249,2025,197,218,46,27,11,0,8,67,12,30.7,5.5,".411",".298","0.177","81","2","2","62","4","7","0","0","2"
"Bichette, Bo",666182,2025,582,628,181,118,44,1,18,91,40,14.5,6.4,".483",".357","0.172","281","3","4","139","17","3","2","0","3"
"Machín, Vimael",605353,2025,11,12,1,0,0,0,1,2,1,16.7,8.3,".364",".167","0.273","4","0","0","4","0","0","0","0","0"
"Merrill, Jackson",701538,2025,440,483,116,69,25,6,16,108,33,22.4,6.8,".457",".317","0.193","201","2","1","115","4","4","1","1","5"
"De La Cruz, Bryan",650559,2025,47,50,9,8,1,0,0,18,3,36,6,".213",".240","0.022","10","0","1","16","1","0","0","0","0"
"Guzman, Denzer",694203,2025,42,43,8,5,1,0,2,22,1,51.2,2.3,".357",".209","0.167","15","0","0","13","0","0","0","0","0"
"Aranda, Jonathan",666018,2025,370,422,117,81,22,0,14,107,41,25.4,9.7,".489",".393","0.173","181","2","0","106","9","8","3","0","3"
"Moniak, Mickey",666160,2025,434,461,117,65,20,8,24,110,22,23.9,4.8,".518",".306","0.248","225","3","9","135","4","2","1","0","3"
"Ramos, Heliot",671218,2025,620,695,159,113,24,1,21,158,52,22.7,7.5,".400",".328","0.144","248","4","6","157","16","17","2","0","6"
"Arraez, Luis",650333,2025,620,675,181,139,30,4,8,21,34,3.1,5,".392",".327","0.100","243","4","11","154","12","2","0","12","7"
"Langeliers, Shea",669127,2025,481,523,133,70,32,0,31,103,36,19.7,6.9,".536",".325","0.259","258","1","7","123","10","1","1","0","5"
"Outman, James",681546,2025,134,148,18,6,5,1,6,63,12,42.6,8.1,".321",".216","0.187","43","0","1","59","0","2","0","0","0"
"Jackson, Jeremiah",669236,2025,170,183,47,30,10,2,5,50,11,27.3,6,".447",".328","0.171","76","2","0","48","6","2","0","0","0"
"Clarke, Denzel",672016,2025,148,159,34,21,8,2,3,61,6,38.4,3.8,".372",".274","0.142","55","0","6","47","1","3","0","2","0"
"McMahon, Ryan",641857,2025,509,586,109,65,23,1,20,189,70,32.3,11.9,".381",".312","0.167","194","1","3","154","7","4","1","0","3"
"Gray, Tristan",656484,2025,78,86,18,10,5,0,3,19,6,22.1,7,".410",".282","0.179","32","0","0","30","0","0","0","1","1"
"Tromp, Chadwick",644433,2025,21,22,3,1,1,0,1,6,1,27.3,4.5,".333",".182","0.190","7","0","0","8","1","0","0","0","0"
"Schanuel, Nolan",694384,2025,488,564,129,93,23,1,12,71,59,12.6,10.5,".389",".353","0.125","190","1","5","132","10","10","4","3","4"
"Rortvedt, Ben",666163,2025,112,128,17,13,3,0,1,23,11,18,8.6,".205",".240","0.053","23","0","0","44","1","2","0","3","0"
"Marchán, Rafael",665561,2025,105,118,22,16,4,0,2,17,10,14.4,8.5,".305",".282","0.095","32","0","0","42","1","1","0","1","1"
"Peters, Tristan",671976,2025,12,12,0,0,0,0,0,7,0,58.3,0,".000",".000","0.000","0","0","0","4","0","0","0","0","0"
"Sánchez, Ali",645305,2025,23,23,5,3,2,0,0,6,0,26.1,0,".304",".217","0.087","7","0","0","12","1","0","0","0","0"
"Ballesteros, Moisés",694208,2025,57,66,17,12,2,1,2,12,9,18.2,13.6,".474",".394","0.176","27","0","0","20","2","0","1","0","0"
"Rodgers, Brendan",663898,2025,115,128,22,16,4,0,2,46,11,35.9,8.6,".278",".266","0.087","32","1","0","43","2","1","0","0","1"
"Iglesias, Jose",578428,2025,306,343,70,56,11,0,3,56,24,16.3,7,".294",".298","0.065","90","1","5","112","7","7","0","4","2"
"Hinds, Rece",677956,2025,43,44,5,2,1,0,2,21,1,47.7,2.3,".279",".136","0.163","12","0","0","15","1","0","0","0","0"
"Realmuto, J.T.",592663,2025,502,550,129,90,26,1,12,129,35,23.5,6.4,".384",".315","0.127","193","2","8","134","13","9","1","0","3"
"Montgomery, Colson",695657,2025,255,284,61,30,9,1,21,83,25,29.2,8.8,".529",".311","0.290","135","0","0","71","3","2","1","0","1"
"Hampson, Garrett",641658,2025,77,91,11,9,2,0,0,29,11,31.9,12.1,".169",".250","0.026","13","1","3","62","2","0","0","3","0"
"Maldonado, Martín",455117,2025,147,161,30,20,6,0,4,57,8,35.4,5,".327",".245","0.123","48","0","0","64","3","0","0","6","0"
"Johnson, Daniel",669288,2025,53,57,10,6,3,0,1,13,4,22.8,7,".302",".246","0.113","16","1","2","31","0","0","0","0","0"
"Perez, Salvador",521692,2025,597,641,141,76,35,0,30,125,28,19.5,4.4,".446",".284","0.210","266","0","0","155","14","12","5","0","1"
"DeJong, Paul",657557,2025,193,208,44,28,10,0,6,70,11,33.7,5.3,".373",".269","0.145","72","0","4","57","3","1","0","0","3"
"Miranda, Jose",669304,2025,36,36,6,5,0,0,1,13,0,36.1,0,".250",".167","0.083","9","0","0","12","0","0","0","0","0"
"Kingery, Scott",664068,2025,27,29,4,3,1,0,0,11,2,37.9,6.9,".185",".207","0.037","5","1","1","19","1","0","0","0","0"
"Heineman, Tyler",623168,2025,149,174,43,31,8,1,3,31,12,17.8,6.9,".416",".361","0.127","62","0","2","61","1","6","0","5","2"
"Schneemann, Daniel",682177,2025,379,422,78,47,18,1,12,117,38,27.7,9,".354",".283","0.148","134","3","9","131","4","3","1","1","1"
"Brown, Seth",664913,2025,65,76,12,9,2,0,1,23,9,30.3,11.8,".262",".303","0.077","17","0","1","38","2","2","0","0","0"
"Harris, Dustin",687957,2025,40,43,8,4,3,0,1,13,3,30.2,7,".350",".256","0.150","14","1","1","19","1","0","0","0","0"
"Doyle, Brenton",686668,2025,502,538,117,77,23,2,15,138,30,25.7,5.6,".376",".274","0.143","189","2","18","138","14","0","0","2","4"
"Montes, Coco",663796,2025,10,10,2,2,0,0,0,3,0,30,0,".200",".200","0.000","2","0","0","5","0","0","0","0","0"
"Loperfido, Joey",694388,2025,96,104,32,24,4,0,4,27,4,26,3.8,".500",".379","0.167","48","2","1","41","2","3","0","1","0"
"Pagés, Pedro",686780,2025,361,389,83,57,15,0,11,107,19,27.5,4.9,".363",".272","0.133","131","0","0","112","9","3","1","3","3"
"Suwinski, Jack",669261,2025,150,178,22,12,7,0,3,57,24,32,13.5,".253",".281","0.106","38","1","7","59","1","4","1","0","0"
"Martini, Nick",605361,2025,102,111,23,18,4,0,1,18,9,16.2,8.1,".294",".288","0.069","30","0","0","43","1","0","1","0","0"
"O'Hearn, Ryan",656811,2025,474,544,133,94,21,1,17,109,58,20,10.7,".437",".366","0.156","207","1","3","144","11","8","4","0","4"
"Saggese, Thomas",695336,2025,275,295,71,52,17,0,2,83,16,28.1,5.4,".342",".299","0.084","94","0","3","82","5","1","0","1","2"
"Wood, James",695578,2025,598,689,153,84,38,0,31,221,85,32.1,12.3,".475",".350","0.219","284","7","15","157","12","3","8","0","3"
"Clemens, Kody",665019,2025,348,386,74,39,12,4,19,93,29,24.1,7.5,".434",".281","0.221","151","1","5","119","4","5","1","2","2"
"Gilbert, Drew",687551,2025,100,109,19,10,5,1,3,20,7,18.3,6.4,".350",".248","0.160","35","1","1","39","2","1","0","0","1"
"McCutchen, Andrew",457705,2025,477,551,114,79,22,0,13,118,67,21.4,12.2,".367",".333","0.128","175","1","1","135","12","2","5","0","3"
"Elko, Tim",671284,2025,67,72,9,4,1,0,4,30,5,41.7,6.9,".328",".194","0.194","22","0","1","23","1","0","0","0","0"
"Thomas, Rhylan",689041,2025,8,10,1,0,1,0,0,0,1,0,10,".250",".200","0.125","2","0","0","3","0","0","0","0","1"
"Vázquez, Christian",543877,2025,190,214,36,26,7,0,3,35,18,16.4,8.4,".274",".271","0.085","52","1","1","65","3","4","0","0","2"
"Freeman, Cody",683227,2025,114,121,26,19,4,0,3,19,5,15.7,4.1,".342",".258","0.114","39","1","1","36","3","0","0","1","1"
"Hernández, Teoscar",606192,2025,511,546,126,71,29,1,25,134,26,24.5,4.8,".454",".284","0.207","232","2","5","134","13","3","0","0","5"
"LeMahieu, DJ",518934,2025,128,142,34,29,3,0,2,35,14,24.6,9.9,".336",".338","0.070","43","0","0","45","4","0","0","0","0"
"Benintendi, Andrew",643217,2025,420,470,101,63,16,2,20,82,40,17.4,8.5,".431",".307","0.191","181","0","1","116","5","3","2","0","6"
"McGuire, Reese",624512,2025,133,140,30,19,2,0,9,27,4,19.3,2.9,".444",".245","0.218","59","0","0","44","3","0","0","1","2"
"Morel, Christopher",666624,2025,278,305,61,34,16,0,11,109,25,35.7,8.2,".396",".289","0.177","110","2","7","105","8","2","0","0","0"
"Del Castillo, Adrian",680728,2025,120,131,29,19,6,0,4,47,8,35.9,6.1,".392",".290","0.150","47","0","0","44","2","1","0","0","2"
"McCoy, Mason",669200,2025,22,26,3,2,1,0,0,7,3,26.9,11.5,".182",".269","0.046","4","0","2","18","0","1","0","0","0"
"Murphy, Sean",669221,2025,291,337,58,29,13,0,16,105,35,31.2,10.4,".409",".300","0.210","119","0","0","94","9","8","1","0","3"
"Carpenter, Kerry",681481,2025,433,464,109,60,18,5,26,106,18,22.8,3.9,".497",".291","0.245","215","1","1","130","3","7","0","0","2"
"Lowe, Brandon",664040,2025,507,553,130,80,19,0,31,149,38,26.9,6.9,".477",".307","0.221","242","2","3","134","6","2","1","0","6"
"Contreras, Willson",575929,2025,490,563,126,74,31,1,20,142,44,25.2,7.8,".447",".344","0.190","219","1","5","135","15","23","1","1","4"
"Julien, Edouard",666397,2025,182,208,40,27,10,0,3,61,22,29.3,10.6,".324",".309","0.104","59","3","0","64","3","2","0","1","1"
"Moore, Dylan",664238,2025,219,243,44,28,5,0,11,82,20,33.7,8.2,".374",".267","0.173","82","5","14","106","1","1","0","0","3"
"Caratini, Victor",605170,2025,344,386,89,63,14,0,12,65,23,16.8,6,".404",".324","0.145","139","0","1","114","8","13","0","0","6"
